,collector,corpus,date,genre,idnumber,location,motifs,storytype,tradition
1301,Kris Berwouts,ANANSI20E,1901-01-01 00:00:00,sprookje,ANANSI01,Mauritius (Afrika),K22,ATU 0291,boek
1302,H. van Cappelle,ANANSI20E,1916-01-01 00:00:00,sprookje,ANANSI02,Suriname,K22,ATU 0291,boek
1303,Simon Franke,ANANSI20E,1954-01-01 00:00:00,sprookje,ANANSI03,Nederland,K22,ATU 0291,boek
1304,Johan Ferrier,ANANSI20E,1976-01-01 00:00:00,sprookje,ANANSI04,,K22,ATU 0291,boek
1305,M.H. Dinnissen,Dinnissen,1965-03-17 00:00:00,sage,GENDT093,Gendt (Gelderland),B301.8,ATU 0156A,mondeling
1306,M.H. Dinnissen,Dinnissen,1965-03-17 00:00:00,sage,GENDT094,Gendt (Gelderland),K426,ATU 0990,mondeling
1307,Janneke Vos,JANSSEN20E,1978-01-01 00:00:00,sage,BJANSS141,,B342,ATU 0113A,boek
1308,Janneke Vos,JANSSEN20E,1978-01-01 00:00:00,sage,BJANSS143,,B342,ATU 0113A,boek
1309,"Koman,  Ruben A.",INZENDING21E,2011-07-14 00:00:00,sage,INZ00331,Werkendam (Noord-Brabant),J1922.1,ATU 1278,internet
1310,Jacques Cuijpers,BLECOURT20E,1892-01-01 00:00:00,sprookje,BLECOURTNB0046,Zeelst (Noord-Brabant),Q412;G61,ATU 0720,boek
1311,August Hendrik Sassen,BLECOURT20E,,sage,BLECOURTNB0214,Deurne (Noord-Brabant),J2671.2,ATU 1204,boek
1312,P.N. Panken,BLECOURT20E,1893-01-01 00:00:00,sage,BLECOURTNB0133,Bergeik (Noord-Brabant),J1904.1,ATU 1210,boek
1313,August Hendrik Sassen,BLECOURT20E,1893-01-01 00:00:00,sprookje,BLECOURTNB0137,Helmond (Noord-Brabant),K1161,ATU 0130,boek
1314,August Hendrik Sassen,BLECOURT20E,1893-01-01 00:00:00,sprookje,BLECOURTNB0138,Helmond (Noord-Brabant),D1413.1;D1413.5;Q565;K213;K2371.1.3;M211,ATU 0330,boek
1315,August Hendrik Sassen,BLECOURT20E,1893-01-01 00:00:00,sprookje,BLECOURTNB0139,Helmond (Noord-Brabant),G303.22.11,ATU 0821A,boek
1316,August Hendrik Sassen,BLECOURT20E,1893-01-01 00:00:00,sprookje,BLECOURTNB0140,Helmond (Noord-Brabant),K2250;D1761.0.1;L162;D212.1;D141;K2155.1,ATU 0652,boek
1317,August Hendrik Sassen,BLECOURT20E,1893-01-01 00:00:00,sprookje,BLECOURTNB0141,Helmond (Noord-Brabant),D1413.8;H1010,ATU 0571B,boek
1318,Olga Leonhard,ThMeder21e.doc,2011-11-05 00:00:00,sprookje,THM00364,Oisterwijk (Noord-Brabant),D1413.1;Z111.2,ATU 0330,mondeling
1319,Alet Schouten,,1989-01-01 00:00:00,sage,VVLL01,Noord-Holland,X1061.1,ATU 1960H,boek
1320,August Hendrik Sassen,BLECOURT20E,1893-01-01 00:00:00,sprookje,BLECOURTNB0142,Westerhoven (Noord-Brabant),D1761.0.2;D1653.1.7;D1415.2.5,ATU 0592,boek
1321,August Hendrik Sassen,BLECOURT20E,1893-01-01 00:00:00,sprookje,BLECOURTNB0144,Westerhoven (Noord-Brabant),D1413.1;D1412.1;D1413.5,ATU 0330,boek
1322,August Hendrik Sassen,BLECOURT20E,1893-01-01 00:00:00,sprookje,BLECOURTNB0146,Oirschot (Noord-Brabant),F54,ATU 1960G,boek
1323,August Hendrik Sassen,BLECOURT20E,1893-01-01 00:00:00,sprookje,BLECOURTNB0147,,X424,ATU 1791,boek
1324,August Hendrik Sassen,BLECOURT20E,1893-01-01 00:00:00,sprookje,BLECOURTNB0148,Deurne (Noord-Brabant),X424,ATU 1791,boek
1325,August Hendrik Sassen,BLECOURT20E,1893-01-01 00:00:00,sprookje,BLECOURTNB0149,Deurne (Noord-Brabant),K1975.1,ATU 1736,boek
1326,August Hendrik Sassen,BLECOURT20E,1893-01-01 00:00:00,sprookje,BLECOURTNB0152,Oirschot (Noord-Brabant),Z41,ATU 2030,boek
1327,August Hendrik Sassen,BLECOURT20E,1870-01-01 00:00:00,raadsel,BLECOURTNB0153,Aarle-Rixtel (Noord-Brabant),R81,ATU 0927,boek
1328,August Hendrik Sassen,BLECOURT20E,,sage,BLECOURTNB0179,Helmond (Noord-Brabant),Q502.1,ATU 0777,boek
1329,August Hendrik Sassen,BLECOURT20E,,sage,BLECOURTNB0184,Helmond (Noord-Brabant),Q502.1,ATU 0777,boek
1330,August Hendrik Sassen,BLECOURT20E,,sage,BLECOURTNB0217,,J1964.1,ATU 1244,boek
1331,August Hendrik Sassen,BLECOURT20E,,sage,BLECOURTNB0218,,K581.3,ATU 1310B,boek
1332,August Hendrik Sassen,BLECOURT20E,,sage,BLECOURTNB0219,,J2021,ATU 1288,boek
1333,August Hendrik Sassen,BLECOURT20E,,sage,BLECOURTNB0220,,J2327,ATU 1296A,boek
1334,August Hendrik Sassen,BLECOURT20E,,sage,BLECOURTNB0221,,K581.3,ATU 1310B,boek
1335,August Hendrik Sassen,BLECOURT20E,,sage,BLECOURTNB0224,,A2793.1;F1025.1,ATU 0295,boek
1336,M.H. Dinnissen,Dinnissen,1970-04-08 00:00:00,sage,GENDT395,Gendt (Gelderland),N271.1,ATU 0960,mondeling
1337,Henk Kooijman,KOOIJMAN20E,1962-11-27 00:00:00,sage,KOOIJMAN0084,Haastrecht (Zuid-Holland),J1806,ATU 1335*,mondeling
1338,W.Gs Hellinga,RH15E,1479-01-01 00:00:00,sprookje,RH013,Utrecht (Utrecht),J643.1,ATU 0277,manuscript
1339,W.Gs Hellinga,RH15E,1479-01-01 00:00:00,sprookje,RH002,Utrecht (Utrecht),K371.1,ATU 0001,manuscript
1340,W.Gs Hellinga,RH15E,1479-01-01 00:00:00,sprookje,RH005,Utrecht (Utrecht),K1022.1,ATU 0041,manuscript
1341,,KLD21E,2012-07-18 00:00:00,sprookje,KLD001,Amsterdam (Noord-Holland),K1611,ATU 0327B,internet
1342,W.Gs Hellinga,RH15E,1479-01-01 00:00:00,sprookje,RH016,Utrecht (Utrecht),K1021,ATU 0002,manuscript
1343,W.Gs Hellinga,RH15E,1479-01-01 00:00:00,sprookje,RH017,Utrecht (Utrecht),K651,ATU 0032,manuscript
1344,"J. Janssens, R. van Daele en V. Uyttersprot",VdvR13E,1180-01-01 00:00:00,sprookje,VdvR006,Gent (België),K1022.1,ATU 0041,manuscript
1345,"J. Janssens, R. van Daele en V. Uyttersprot",VdvR13E,1180-01-01 00:00:00,sprookje,VdvR008,Gent (België),J643.1,ATU 0277,manuscript
1346,"J. Janssens, R. van Daele en V. Uyttersprot",VdvR13E,1180-01-01 00:00:00,sprookje,VdvR002,Gent (België),K371.1,ATU 0001,manuscript
1347,,KOMAN.21E,1976-01-01 00:00:00,sage,STERKEN002,,X1111,ATU 1894,boek
1348,"Dykstra, Waling",DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2003,,K63,ATU 1061,boek
1349,"Dykstra, Waling",DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2004,,F331.1;F344.1;F331.3;F342.1,ATU 0503,boek
1350,"Dykstra, Waling",DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2005,,L142.2;D1711.0.1;D615.2;K252;H62.1,ATU 0325,boek
1351,"Dykstra, Waling",DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2006,,K912,ATU 0956B,boek
1352,"Dykstra, Waling",DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2007,,H1471,ATU 0530,boek
1353,"Dykstra, Waling",DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2009,,K1951.3;K1951.1,ATU 1640,boek
1354,"Dykstra, Waling",DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2010,,T68,ATU 0577,boek
1355,,DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2011,,T589.7.1;D231;K1932;H83;T511.5.1;K1311.1;R111.1.3,ATU 0303,boek
1356,,DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2012,,D845;D1426;R135;D1421.1.2,ATU 0562,boek
1357,,DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2013,,F613.3;K172,ATU 1000,boek
1358,,DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2015,,H342.1,ATU 0852,boek
1359,,DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2018,,E281;Q82,ATU 0326,boek
1360,,DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2020,,E281;Q82,ATU 0326,boek
1361,,DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2021,,Q20.2;J21.5;J21.2,ATU 0910B,boek
1362,,DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2022,,H541.1,ATU 0922,boek
1363,,DYKFRIES2.19E,1896-01-01 00:00:00,mop,DYKFRIES2023,,J1341.2,ATU 1567C,boek
1364,,DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2024,,H1050;H630;J1545.4;L162;J1111.4,ATU 0875,boek
1365,,DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2025,,H1050;L162;H1057;H561.1;J1545.4;J1111.4,ATU 0875,boek
1366,,DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2026,,D1441.1.2;H1112;T68;H335,ATU 0570,boek
1367,,DYKFRIES2.19E,1896-01-01 00:00:00,mop,DYKFRIES2027,,K341.7;K341.6,ATU 1525D,boek
1368,,DYKFRIES2.19E,1896-01-01 00:00:00,mop,DYKFRIES2028,,H1312.1,ATU 1384,boek
1369,,DYKFRIES2.19E,1896-01-01 00:00:00,sprookje,DYKFRIES2029,,S121;K434.3,ATU 0968,boek
1370,"Dykstra, Waling",,1896-01-01 00:00:00,sprookje,DYKFRIES2036,,N271,ATU 0780,boek
1371,"Dykstra, Waling",,1896-01-01 00:00:00,sprookje,DYKFRIES2039,,K1218.3,ATU 0940,boek
1372,"Dykstra, Waling",,1896-01-01 00:00:00,sage,DYKFRIES2040,,N384.2,ATU 1676B,boek
1373,"Dykstra, Waling",,1896-01-01 00:00:00,sage,DYKFRIES2041,,N531.1,ATU 1645,boek
1374,"Dykstra, Waling",,1896-01-01 00:00:00,mop,DYKFRIES2045,,J2516.3.1,ATU 1562B,boek
1375,"Dykstra, Waling",,1896-01-01 00:00:00,mop,DYKFRIES2047,,K1984.5,ATU 1456,boek
1376,"Dykstra, Waling",,1896-01-01 00:00:00,mop,DYKFRIES2048,,J2060.1,ATU 1430,boek
1377,"Dykstra, Waling",,1896-01-01 00:00:00,mop,DYKFRIES2049,,K1555,ATU 1358B,boek
1378,"Dykstra, Waling",,1896-01-01 00:00:00,mop,DYKFRIES2050,,K1553,ATU 1380,boek
1379,"Dykstra, Waling",,1896-01-01 00:00:00,mop,DYKFRIES2051,,J2511,ATU 1351,boek
1380,"Dykstra, Waling",,1896-01-01 00:00:00,mop,DYKFRIES2052,,J1511.2,ATU 1565**,boek
1381,"Dykstra, Waling",,1896-01-01 00:00:00,mop,DYKFRIES2053,,D1761.0.2;J2071;K1811,ATU 0750A,boek
1382,"Dykstra, Waling",,1896-01-01 00:00:00,sage,DYKFRIES2054,,K223,ATU 1182,boek
1383,"Dykstra, Waling",,1896-01-01 00:00:00,mop,DYKFRIES2057,,K1057,ATU 1157,boek
1384,"Dykstra, Waling",,1896-01-01 00:00:00,sage,DYKFRIES2060,,E324;E361,ATU 0769,boek
1385,"Dykstra, Waling",,1896-01-01 00:00:00,sage,DYKFRIES2062,,E235.4.1,ATU 0366,boek
1386,"Dykstra, Waling",,1896-01-01 00:00:00,sprookje,DYKFRIES2064,,D1761.0.1;B375.1,ATU 0555,boek
1387,"Dykstra, Waling",,1896-01-01 00:00:00,sage,DYKFRIES2068,,A2232.8,ATU 0200B,boek
1388,"Dykstra, Waling",,1896-01-01 00:00:00,sprookje,DYKFRIES2069,,F1025;K1161;B296,ATU 0210,boek
1389,,,1896-01-01 00:00:00,sprookje,DYKFRIES2070,,A2252.4,ATU 0250A,boek
1390,"Dykstra, Waling",,1896-01-01 00:00:00,mop,DYKFRIES2072,,H507.3,ATU 1925,boek
1391,"Dykstra, Waling",,1896-01-01 00:00:00,sprookje,DYKFRIES2074,,E215,ATU 0365,boek
1392,"Dykstra, Waling",,1896-01-01 00:00:00,mop,DYKFRIES2080,,H360,ATU 1478,boek
1393,Theo Meder,ALIBABA.20E,1995-01-01 00:00:00,sprookje,ALIBABA,,D1552.2;N478;F721.4;K312,ATU 0954,cd
1394,,ALI-BABA.pdf,1935-01-01 00:00:00,sprookje,ALIBABA002,,D1552.2;N471;K312;F721.4;N455.3,ATU 0954,boek
1395,,Keller.pdf,1889-01-01 00:00:00,sprookje,ALIBABA003,,N471,ATU 0954,boek
1396,Tineke Tegelaars,KORTTRIEST.pdf,2013-08-02 00:00:00,mop,KORTTRIEST001,,D1552.2,ATU 0954,krant
